"image","xmin","ymin","xmax","ymax","label"
"t4b38h.jpg",1254.427645788337,460.19193857965445,1420.3023758099353,553.4740882917465,"plate"
"ssealv.jpg",1281.382289416847,559.6928982725527,1453.477321814255,673.7044145873319,"plate"
"tdxmlp.jpg",800.3455723542119,402.1497120921304,941.3390928725703,495.4318618042226,"plate"
"syrdo6.jpg",657.9697624190064,485.0671785028791,767.1706263498919,552.7831094049905,"plate"
"t16wm3.jpg",659.352051835853,425.4388489208634,754.7300215982722,495.884892086331,"plate"
"rwclxp.jpg",1449.3304535637153,939.0403071017272,1601.671166306696,1036.4683301343568,"plate"
"sf9wi0.jpg",568.1209503239743,360.6909788867562,721.5550755939526,464.3378119001919,"plate"
"s1fcgt.jpg",255.72354211663065,301.26679462571974,360.7775377969762,380.03838771593087,"plate"
"scb14r.jpg",626.1771058315335,410.44145873320537,714.6436285097192,462.95585412667947,"plate"
"scas9i.jpg",338.66090712742977,225.25911708253358,457.53779697624185,299.8848368522073,"plate"
"qufu8j.jpg",607.5701943844492,539.7570777351248,730.6101511879049,612.4988003838772,"plate"
"p5ixva.jpg",604.2818574514039,97.78970729366603,680.7451403887688,144.0798944337812,"plate"
"rrgvv7.jpg",912.3110151187906,412.51439539347405,1049.1576673866093,522.3800383877159,"plate"
"qeqkkt.jpg",25.0755939524838,464.1002879078695,163.55831533477323,550.3214971209213,"plate"
"pps0kh.jpg",645.2807775377969,489.4586330935252,780.1511879049675,570.4154676258993,"plate"
"o7at7q.jpg",502.6241900647948,373.02063339731285,622.8725701943844,433.7673944337812,"plate"
"o2irsh.jpg",1003.3585313174946,177.86768234165066,1075.804535637149,222.20909309021113,"plate"
"osgyeh.jpg",16.417386609071276,432.3854366602687,141.5280777537797,506.72774712092126,"plate"
"o95wpk.jpg",967.3623110151188,275.9111084452975,1097.219222462203,355.04708493282146,"plate"
"onpu6a.jpg",452.6997840172786,633.9137476007677,538.9578833693304,693.6996161228407,"plate"
"mpbli4.jpg",261.5874730021598,468.28934740882914,385.0269978401728,540.3508877159309,"plate"
"mpbli4.jpg",743.7041036717062,272.8394913627639,846.3066954643627,331.5403071017274,"plate"
"ncjz03.jpg",314.38309935205183,351.39043006238006,383.6325593952484,395.10631597888676,"plate"
"ncjz03.jpg",574.0517008639308,141.35039287428023,612.1557775377969,172.09355506238003,"plate"
"m7nvh8.jpg",1062.343412526998,327.3620441458733,1202.0896328293738,413.19457773512477,"plate"
"ntj8e8.jpg",1707.0194384449246,889.3141194817657,1854.9136069114472,987.0174544145872,"plate"
"nrywyu.jpg",984.3223542116632,297.7741122840691,1117.7186825053998,385.5905110364683,"plate"
"nrywyu.jpg",1411.2149028077756,53.799184261036466,1481.509179265659,106.90199136276391,"plate"
"lnpbfb.jpg",1104.9190064794816,2.3956834532374103,1180.4103671706264,51.69604316546763,"plate"
"kzds8q.jpg",1199.1738660907129,930.4813459692897,1342.5809935205184,1002.7507197696735,"plate"
"lalc3n.jpg",787.683585313175,206.8779990403071,862.9103671706264,256.9901631477927,"plate"
"m73w3f.jpg",184.341252699784,273.71223021582733,272.8401727861771,329.2230215827338,"plate"
"lbzjjo.jpg",936.2446004319655,451.92448416506716,1082.8104751619871,527.5947696737044,"plate"
"js8xt6.jpg",1032.537796976242,606.1342370441458,1196.6036717062634,698.8711612284069,"plate"
"krva4r.jpg",266.30669546436286,227.17280470249517,381.0097192224622,298.1142034548944,"plate"
"jn7x1q.jpg",993.855291576674,541.3441698656429,1161.2446004319656,638.8855566218809,"plate"
"klj0gg.jpg",662.877969762419,270.0269913627639,765.183585313175,326.87619961612285,"plate"
"kbzbpv.jpg",1065.9638228941685,247.62685940499037,1204.6004319654428,326.21221209213047,"plate"
"hhd9ey.jpg",454.1374190064795,171.29730986084454,508.8924136069115,206.95964791266795,"plate"
"j25zrr.jpg",897.44060475162,447.96485124760073,1024.106371490281,509.4160868522073,"plate"
"gjpe1m.jpg",296.95535232181425,321.70506827731094,374.869764950054,368.76947216386554,"plate"
"h1ijdo.jpg",603.5097192224622,412.00899280575544,686.4092872570194,460.54316546762595,"plate"
"izzts9.jpg",25.021598272138228,142.74820143884892,119.84341252699784,201.17805755395685,"plate"
"f2u1nn.jpg",174.3304535637149,248.50947696737043,300.3725701943845,318.8759596928983,"plate"
"f3i3fb.jpg",1439.9757019438446,625.3952735124759,1559.8380129589634,692.8466890595008,"plate"
"gfmc0k.jpg",979.0739740820735,422.6766434740883,1130.6371490280778,503.5940499040307,"plate"
"fbq92k.jpg",1125.2186825053998,794.0157149712091,1253.4314254859614,873.5241722648751,"plate"
"gbfux6.jpg",210.13768898488124,492.41152831094047,339.7759179265659,569.4583733205374,"plate"
"e4t0rh.jpg",1024.5680345572355,593.2080734165066,1155.437365010799,661.5502039347408,"plate"
"d6k97y.jpg",676.27969762419,192.86948176583493,818.8984881209503,270.0269913627639,"plate"
"eixx3i.jpg",314.244060475162,625.4654510556621,418.3423326133909,682.2120921305182,"plate"
"dd7vgz.jpg",1642.2327213822896,604.6335172744721,1789.2197624190067,685.8424304222648,"plate"
"chbeyn.jpg",171.25269978401727,438.1615882917466,262.48380129589634,498.83277351247597,"plate"
"98wvae.jpg",1284.4843412527,154.1341770633397,1397.0005399568038,227.72342850287905,"plate"
"bimqlm.jpg",766.7170626349892,37.28047024952015,871.1177105831534,92.70723368522073,"plate"
"941li9.jpg",365.0782937365011,643.3958133397313,501.98974082073437,717.4628119001919,"plate"
"99ejno.jpg",1116.4956803455725,568.6000479846449,1264.3331533477324,651.6146833013436,"plate"
"8p7i0k.jpg",641.1447084233262,316.10664587332053,769.7300215982722,398.2872480806142,"plate"
"7wz1kb.jpg",1714.5761339092874,940.9108085412668,1857.0194384449246,1018.2491602687139,"plate"
"7z2pxp.jpg",1249.446544276458,490.4843450095969,1387.7429805615552,574.8674424184261,"plate"
"8fme6w.jpg",558.0777537796977,91.20111564299424,656.6306695464364,156.74154270633397,"plate"
"7qkxlx.jpg",242.5917926565875,439.4706693857965,357.7078833693305,509.634716890595,"plate"
"8atx7d.jpg",1217.7132829373652,856.6005878119001,1391.355291576674,972.911768234165,"plate"
"699i1d.jpg",435.1052915766739,373.78448896353166,538.7607991360692,433.3652231285988,"plate"
"7kozy7.jpg",533.6663066954643,81.40257617562379,613.944384449244,128.74542646353166,"plate"
"7qbafv.jpg",726.7980561555075,10.780350287907869,796.4902807775378,56.48212571976967,"plate"
"7qbafv.jpg",957.8941684665226,60.779150671785025,1013.3369330453563,93.27675143953934,"plate"
"6heml7.jpg",1156.7008639308856,218.41140834932818,1280.8477321814255,296.19511756238,"plate"
"73ow7i.jpg",580.3725701943844,442.5449856046065,715.2591792656586,524.8308541266795,"plate"
"4ri7c4.jpg",593.7634989200865,564.802363243762,736.3039956803457,649.4445777351248,"plate"
"4dh9gq.jpg",546.1150107991361,450.3373920345489,679.9973002159828,540.3157989443378,"plate"
"4k6jqd.jpg",1098.2478401727863,478.27345249520147,1227.732181425486,560.032989443378,"plate"
"57pbsj.jpg",1318.0480561555078,324.5279510556622,1453.5907127429807,400.22252879078695,"plate"
"615n46.jpg",1956.0931425485962,250.67023381294965,2120.137823974082,347.62985611510794,"plate"
"IMG_20191106_150454.jpg",13.453833693304535,449.3339028776979,4032,2588.1952338129495,"plate"
"IMG_20191128_183920.jpg",641.5658747300216,898.4128597122302,3525.533747300216,2440.0375899280575,"plate"
"IMG_20200108_155445.jpg",1334.3447624190064,1669.6246402877698,1532.682505399568,1810.0489208633094,"plate"
"IMG_20191013_142900.jpg",827.0620950323973,1535.896942446043,1075.813444924406,1691.1250899280576,"plate"
"IMG_20191013_142900.jpg",3724.8409827213823,1367.3436151079138,3838.186555075594,1484.1938848920865,"plate"
"IMG_20200108_155431.jpg",302.4646328293736,1813.3462230215828,863.664686825054,2117.071942446043,"plate"
"IMG_20190915_174021.jpg",53.78131749460042,2458.359712230216,230.7732181425486,2557.7886690647483,"plate"
"IMG_20190915_174021.jpg",1191.7443304535636,2465.2432553956837,1333.8345032397408,2542.5258992805757,"plate"
"IMG_20190915_174021.jpg",2152.341252699784,2562.1057553956834,2304.0583153347734,2647.47868705036,"plate"
"IMG_20190909_190626.jpg",1298.5755939524838,1981.6106115107914,1603.5064794816415,2159.4609712230217,"plate"
"IMG_20190922_174424.jpg",2650.337203023758,1255.5412769784173,2993.2653887688984,1508.8896582733814,"plate"
"IMG_20190929_154018.jpg",3317.4500539956803,1550.6498201438849,3799.4578833693304,1806.0037769784171,"plate"
"IMG_20191001_175816.jpg",1891.9049676025918,1506.374190647482,2086.0075593952483,1617.5646582733814,"plate"
"IMG_20190824_151407.jpg",1621.6376889848812,1119.943974820144,2346.7159827213823,1543.3413669064748,"plate"
"IMG_20190811_154813.jpg",2027.514848812095,1679.8904676258994,2336.5958423326133,1996.5164568345326,"plate"
"zthhhz.jpg",401.598272138229,103.71970969289826,530.580453563715,188.89635316698656,"plate"
"ztp5pn.jpg",1003.6474082073435,376.1975167946257,1133.3504319654428,448.49928023032624,"plate"
"yuqrm8.jpg",920.6749460043196,128.08481285988483,1008.2559395248379,185.0851727447217,"plate"
"xdhq8a.jpg",1052.2246220302375,75.71223021582735,1224.5734341252698,190.3705035971223,"plate"
"zg9ygd.jpg",658.1263498920086,298.75119961612285,780.0215982721382,365.77615163147794,"plate"
"xyn5n2.jpg",1128.6447084233262,263.17388435700576,1274.165766738661,371.68726007677543,"plate"
"xic1el.jpg",1059.3142548596113,165.59201055662186,1228.2586393088554,284.0328095009597,"plate"
"x1up8p.jpg",973.7850971922247,50.58451295585412,1094.522138228942,133.27525191938577,"plate"
"w31ws0.jpg",574.4276457883369,341.1762236084453,721.511879049676,425.0437859884837,"plate"
"wvcu4t.jpg",564.9892008639308,427.80755395683457,682.6079913606911,513.4316546762591,"plate"
"x5mut4.jpg",1066.1771058315335,142.57917466410748,1152.645788336933,198.01943378119,"plate"
"x5mut4.jpg",283.4071274298056,283.9059500959693,395.85313174946003,362.91506717850285,"plate"
"xarcw2.jpg",404.5788336933046,214.9214251439539,544.2197624190065,298.64863243761994,"plate"
"vkpxdr.jpg",135.23488120950324,869.807461612284,355.8774298056156,1020.4192658349327,"plate"
"uqxrf1.jpg",662.8752699784018,231.06765834932818,825.3806695464364,322.900371880998,"plate"
"w08ovi.jpg",693.5637149028079,144.11768234165066,842.0086393088554,235.2216290786948,"plate"
"vipuh1.jpg",689.5410367170626,13.133997120921304,856.8574514038877,93.95693378119002,"plate"
"vmzv7b.jpg",342.86177105831536,69.20045585412667,477.9751619870411,172.15091170825335,"plate"
"tdxmlp.jpg",806.8979481641469,393.8984524952015,936.5523758099353,489.15636996161226,"plate"
"u0pubs.jpg",304.17386609071275,375.03237410071944,477.4136069114471,498.5989208633094,"plate"
"u8z9zk.jpg",662.877969762419,218.45189539347408,772.8563714902807,290.5188339731286,"plate"
"tl5o8q.jpg",54.087473002159825,94.88543666026871,137.5647948164147,143.6642274472169,"plate"
"twwoyh.jpg",1129.3169546436286,423.47828694817656,1278.8795896328295,530.2912068138196,"plate"
"sf9wi0.jpg",583.5826133909288,356.81232005758153,720.550755939525,457.9732485604606,"plate"
"t4b38h.jpg",1270.5210583153348,455.78694817658345,1404.1522678185745,549.2067538387715,"plate"
"ssealv.jpg",1294.5842332613393,554.9883037428023,1472.7132829373652,668.837871880998,"plate"
"t16wm3.jpg",659.2332613390928,414.72302158273385,745.5399568034557,487.9478417266188,"plate"
"syrdo6.jpg",660.5669546436285,469.239443378119,776.9708423326134,550.0353886756238,"plate"
"rrgvv7.jpg",930.3077753779698,408.7491002879078,1032.5296976241902,503.0353286948176,"plate"
"scb14r.jpg",640.1619870410367,408.5412667946257,706.2580993520518,458.6912188099808,"plate"
"s1fcgt.jpg",267.85097192224623,313.34812859884835,359.3574514038877,371.10424664107484,"plate"
"rwclxp.jpg",1468.177645788337,945.5101367562379,1612.751079913607,1031.2212092130517,"plate"
"scas9i.jpg",350.5993520518358,227.41302783109404,452.86717062634983,289.7252879078695,"plate"
"p5ixva.jpg",605.5777537796976,95.48464491362763,687.888768898488,149.3162188099808,"plate"
"qeqkkt.jpg",33.790496760259174,462.070537428023,165.19438444924404,553.5334692898272,"plate"
"pps0kh.jpg",642.8671706263499,478.7697841726619,780.5561555075594,576.4910071942446,"plate"
"osgyeh.jpg",18.199244060475163,430.9360004798464,140.1673866090713,509.9829054702495,"plate"
"qufu8j.jpg",608.7257019438445,528.4099088291747,729.0064794816415,618.874160268714,"plate"
"o7at7q.jpg",499.39524838012954,369.6197216890595,624.0496760259178,439.7054942418426,"plate"
"o2irsh.jpg",1007.2462203023757,174.65031190019192,1076.6306695464361,222.33865163147792,"plate"
"ntj8e8.jpg",1686.3498920086395,889.281729846449,1865.6533477321816,999.665607005758,"plate"
"onpu6a.jpg",455.0323974082073,633.3199376199616,538.450323974082,696.3339731285988,"plate"
"o95wpk.jpg",967.159827213823,265.57071737044146,1100.7910367170628,359.33871161228404,"plate"
"ncjz03.jpg",307.2320464362851,347.70948296545106,383.4975701943844,398.02138315738966,"plate"
"ncjz03.jpg",573.8289686825054,142.81804822456814,617.5013498920086,175.77450215930904,"plate"
"mpbli4.jpg",758.7203023758099,268.67742322456814,848.2775377969762,328.5226727447217,"plate"
"m7nvh8.jpg",1061.4929805615552,315.3778790786948,1209.9622030237583,415.8586252399232,"plate"
"nrywyu.jpg",980.872030237581,285.57941458733205,1128.069654427646,389.72828694817656,"plate"
"m73w3f.jpg",183.52051835853132,265.8021582733813,278.12095032397406,332.6546762589928,"plate"
"kzds8q.jpg",1190.4184665226783,919.4283829174664,1345.4562634989202,1017.415127159309,"plate"
"lnpbfb.jpg",1104.6976241900647,1.1115107913669064,1181.6144708423326,55.47841726618705,"plate"
"lalc3n.jpg",791.5550755939524,205.0209932821497,868.4827213822894,260.4504558541267,"plate"
"krva4r.jpg",264.9298056155508,221.20501439539345,385.73974082073437,299.6041266794625,"plate"
"lbzjjo.jpg",946.5064794816416,451.52771113243756,1082.2030237580996,553.9194457773511,"plate"
"klj0gg.jpg",659.8326133909287,264.61252399232245,762.3380129589633,326.9193857965451,"plate"
"0iuunu.jpg",462.1436285097192,451.09584932821497,598.9416846652267,532.5557821497121,"plate"
"0ok5hw.jpg",713.2235421166306,324.6359165067178,806.8844492440604,396.8432101727447,"plate"
"0ok5hw.jpg",180.44276457883367,302.0171545105566,259.9298056155507,348.64203454894437,"plate"
"10.png",4.146868250539957,385.29090690978876,76.88714902807777,429.0978886756237,"plate"
"1.png",3085.6587473002164,1128.6654270633396,3219.848812095033,1228.133997120921,"plate"
"1.png",1816.5226781857452,1119.321017274472,1883.1641468682506,1179.0636996161227,"plate"
"1.png",2278.315334773218,1176.2619961612284,2358.304535637149,1240.1667466410747,"plate"
"1959_New_Jersey_license_plate.jpg",0.9263633909287257,0,400,198.35650647948162,"plate"
"16wah3.jpg",605.6911447084233,450.5557553956835,746.1501079913606,545.9460431654677,"plate"
"1954_Delaware_license_plate.jpg",2.1368242103131747,0,771,370.8406006403118,"plate"
"11.JPG",872.3634921706264,1049.4140625,1094.8425688444925,1157.6776079136691,"plate"
"11.JPG",1092.8050755939526,1053.890793615108,1313.6263161447084,1174.9269334532373,"plate"
"12.png",612.8131749460044,388.035928502879,717.1409287257021,453.5277711132437,"plate"
"1970_New_Jersey_license_plate.jpg",1.0073569114470842,0,399.99999999999994,199.47860421166305,"plate"
"1973_New_Jersey_license_plate.jpg",1.4106371490280778,0,400,199.09894708423326,"plate"
"1979_New_Jersey_license_plate.jpg",1.0225431965442764,0,400,198.71085313174945,"plate"
"1981_California_license_plate_002_ZZZ.jpg",0.5209739470842332,0,500,248.27256007019437,"plate"
"1963_California_license_plate_SAM-123.jpg",0.5167555345572353,0,500,248.28099689524836,"plate"
"1985_New_Jersey_license_plate.jpg",0.3155372570194384,0,400,198.56742710583154,"plate"
"1988_New_Jersey_license_plate.jpg",0.36278347732181426,0,400,198.66023218142547,"plate"
"1982%E2%80%931992_series_Colorado_license_plate,_1993.png",0.6461764308855292,0,414,207.12809139784946,"plate"
"1991_Hawaii_license_plate_MNG_728.jpg",0.8352456803455723,0,400,199.64902807775377,"plate"
"1990_New_Mexico_license_plate_999_NNN.jpg",0.8954846112311015,0,435,218.09027777777777,"plate"
"1996_Ohio_License_Plate.jpg",1.2212473002159827,0,436,217.73470958244113,"plate"
"1995_Colorado_License_Plate.jpg",1.0968505332073435,0,437,216.98669854525863,"plate"
"1997_New_Jersey_license_plate.jpg",0.7863120950323974,0,399.99999999999994,199.14788066954642,"plate"
"1992_New_Jersey_sample_license_plate.jpg",0.33747300215982723,0,400,199.33686555075593,"plate"
"1993%E2%80%932002_series_Virginian_license_plate,_with_October_2002_sticker.png",0.41573720977321815,0,399,198.29438308189654,"plate"
"1998_California_license_plate_4SAM123.jpg",0.554721247300216,0,499.99999999999994,248.83782734881208,"plate"
"1u9q4z.jpg",1214.4735421166308,39.15906909788867,1312.41090712743,101.436240403071,"plate"
"1y4o6d.jpg",603.3369330453563,242.39863243761994,694.5626349892008,298.8321737044146,"plate"
"1998_Georgia_license_plate_3343_ALG.jpg",3.119262958963283,0,1170,610.4622905927835,"plate"
"2.png",1803.1587473002162,1145.4918426103645,1899.4114470842335,1213.42910268714,"plate"
"2.png",3164.222462203024,1314.7924664107484,3303.8228941684665,1425.2411228406909,"plate"
"2001_Illinois_License_Plate.jpg",2.405697387958963,0,435,217.49532585470087,"plate"
"2002_Virginia_license_plate_-_YHT-9919.jpg",0.8335583153347732,0,400,198.2434530237581,"plate"
"2002_West_Virginia_license_plate_4JB_592.jpg",3.745950323974082,0,399.99999999999994,197.2850296976242,"plate"
"2000_Montana_Passenger_License_Plate_-_3M_Test_Plate.jpg",2.6258985218682507,0,435,217.43289262820514,"plate"
"2003_Colorado_License_Plate.jpg",1.486357653887689,0,435,215.92715010683762,"plate"
"2005_Maryland_Sample_License_Plate.jpg",2.435057539146868,0,435,217.95806623931622,"plate"
"2006_Arkansas_license_plate_514_KZE.jpg",2.30472968412527,0,350,173.29323029157666,"plate"
"2006_Montana_Passenger_License_Plate.jpg",0,0,430.94646412661984,216.20809962606836,"plate"
"2006_Virginia_License_Plate.jpg",0.6477583355831533,0,435,219.04513888888889,"plate"
"2003_Virginia_License_Plate_Sample.jpg",1.0221002632289418,0,435,218.85416666666666,"plate"
"2007_Alaska_License_Plate.jpg",1.867406857451404,1.1799743520518358,420,210,"plate"
"20190727_124706.jpg",765.1652267818574,1628.1979316546763,1279.557505399568,2005.9373201438848,"plate"
"2560px-Quinault_Indian_Nation_license_plate.jpg",55.82051920221382,0,2559,1327.6566574003066,"plate"
"2019_New_Mexico_License_Plate.jpg",5.704424271058315,0,1977,976.8507199754902,"plate"
"2016_Nevada_license_plate_(front).jpg",40.41812904967603,33.26533742331288,2070.2377497300217,1081.6526073619632,"plate"
"2560px-Utah_1973_license_plate.jpg",70.91792656587472,18.26891962421712,2502.19222462203,1321.1495302713988,"plate"
"2q8wet.jpg",1522.6580171862706,946.9638112765639,1620.7245002704562,1008.7861342928302,"plate"
"2sqg9j.jpg",98.45408081726987,350.23402029009003,195.974303574941,406.7859188478384,"plate"
"337tf4.jpg",974.6971350068843,254.63928393463587,1102.6057699400078,337.57816997926625,"plate"
"3.png",1582.63028004524,1128.9112250484636,1737.403465529111,1227.0911202501893,"plate"
"3.png",3273.1882806353265,1078.593186335777,3403.634287716365,1176.138621088284,"plate"
"4dh9gq.jpg",548.1965944272446,453.3956422018349,681.671826625387,545.5888761467891,"plate"
"4ri7c4.jpg",595.1083591331269,557.4245986238533,734.2801857585139,644.9888188073395,"plate"
"4k6jqd.jpg",1094.8374613003095,474.3423165137615,1228.7848297213623,572.4185779816514,"plate"
"468s3q.jpg",430.7894736842105,321.96158256880733,544.3601651186791,396.45412844036696,"plate"
"4.png",1560.8978328173375,1214.3807339449543,1740.6037151702787,1324.6410550458718,"plate"
"4.png",2925.3869969040247,1218.2511467889908,3062.5696594427245,1322.79873853211,"plate"
"2007_Wisconsin_License_Plate.jpg",0.9945751214902807,0,435,218.48323985042734,"plate"
"2008_West_Virginia_license_plate_-_NAD_434.jpg",1.1136609071274297,0,400,198.2299541036717,"plate"
"2012_Pennsylvania_license_plate.jpg",1.2863416239200864,0,434.99999999999994,216.93921740301724,"plate"
"2012_Mississippi_license_plate_RAF_660.jpg",1.2098407127429807,0,1200,598.9268358531318,"plate"
"2009_Texas_license_plate_BM5_T299.jpg",3.117681054265659,0,434.99999999999994,218.64666800213675,"plate"
"2013_North_Carolina_license_plate_-_BAC-5359.jpg",0.21851376889848811,0,350,173.78193338282938,"plate"
"2880px-2006_Georgia_license_plate_-_AAQ_7166.jpg",7.568844492440605,0,2880.0000000000005,1443.9957416845493,"plate"
"2880px-1999_New_Hampshire_license_plate.jpg",5.843682505399568,0,2880,1441.3721499463518,"plate"
"2880px-2000_Ohio_License_Plate.jpg",10.897678185745141,0,2880,1441.8685454667382,"plate"
"2880px-2001_Delaware_license_plate_532484.jpg",4.021328293736501,0,2880,1431.654877304772,"plate"
"2880px-Idaho_2007_License_Plate.jpg",2.259719222462203,0,2880,1454.6893863514958,"plate"
"2880px-2017_Utah_License_Plate.jpg",5.345572354211663,0,2880,1449.0962403384863,"plate"
"2880px-2010_Idaho_License_Plate.jpg",6.742710583153348,0,2880,1436.3074523133118,"plate"
"2880px-2012_Texas_license_plate_ABC_1234.png",10.241630669546437,0,2880,1389.6235993179287,"plate"
"2880px-2018_Florida_license_plate_IYT_E32.jpg",6.038066954643629,0,2880,1418.7266474184783,"plate"
"2880px-Michigan_2007_World's_Motor_Capital_License_Plate.jpg",0.2551295896328294,0,2880,1431.496915672451,"plate"
"2880px-Michigan_1997_Great_Lakes_Splendor_License_Plate.jpg",4.580183585313175,0,2880,1439.3805226293105,"plate"
"2880px-Louisiana_License_Plate_TXK512.png",3.0615550755939527,0,2880,1441.9630274681529,"plate"
"2880px-Maine_License_Plate_6992LH.png",7.459503239740821,0,2880.0000000000005,1438.3963167247853,"plate"
"2880px-Kentucky_License_Plate_Campbell_County_333XDB.png",9.682775377969763,0,2880,1465.7995837737844,"plate"
"2880px-Michigan_2012_License_Plate-_1HA_W48.jpg",13.667656587473003,5.322091919739696,2880.0000000000005,1434,"plate"
"57pbsj.jpg",1331.501079913607,327.05434261036464,1448.5772138228945,404.83805182341644,"plate"
"615n46.jpg",1952.4411447084233,253.88255395683453,2116.485826133909,338.7140287769784,"plate"
"6.png",1805.086393088553,1250.8553262955852,1968.2559395248381,1381.7418426103645,"plate"
"5.png",240.09719222462206,1215.696377159309,359.9676025917927,1318.5496641074856,"plate"
"5.png",1552.2246220302377,1218.757197696737,1746.22030237581,1315.0353886756236,"plate"
"5.png",3229.7948164146874,1221.5750959692898,3354.784017278618,1319.634716890595,"plate"
"699i1d.jpg",438.3612311015119,358.6261396353167,538.3153347732182,435.8349328214971,"plate"
"7kozy7.jpg",538.6069114470843,81.69610724568138,616.6745410367171,130.59433481285987,"plate"
"6heml7.jpg",1160.7181425485962,223.09980806142033,1293.2802375809936,305.1346569097889,"plate"
"73ow7i.jpg",578.9362850971922,442.4316218809981,711.0097192224622,532.0483445297505,"plate"
"7.png",1953.8390928725703,1280.750959692898,2078.828293736501,1354.421185220729,"plate"
"7.png",2904.1684665226785,1264.4427783109404,3006.9978401727867,1347.311660268714,"plate"
"7.png",3689.044276457884,1321.999160268714,3840.0000000000005,1437.9378598848368,"plate"
"7.png",400.6749460043197,1206.5301103646832,478.1533477321815,1271.4065499040305,"plate"
"7wz1kb.jpg",1707.2867170626353,935.1940379078694,1875.850431965443,1027.0510436660268,"plate"
"7z2pxp.jpg",1243.8012958963284,485.1805422264875,1386.9249460043197,567.3773392514395,"plate"
"7qbafv.jpg",736.9168466522677,8.637236084452974,804.6382289416846,53.3403310940499,"plate"
"7qbafv.jpg",952.8455723542116,56.93558061420345,1014.4222462203023,96.073056621881,"plate"
"7qkxlx.jpg",243.9038876889849,439.87553982725524,366.0178185745141,509.88573656429935,"plate"
"8.png",1650.79373650108,1216.7490403071017,1820.6371490280778,1308.5250719769674,"plate"
"8atx7d.jpg",1208.7553995680346,855.9285028790786,1398.2721382289417,991.6005878119,"plate"
"8fme6w.jpg",557.5917926565876,98.68312140115162,660.251079913607,169.88363723608444,"plate"
"941li9.jpg",361.3201943844493,641.4767274472168,498.3936285097193,713.2845489443378,"plate"
"8p7i0k.jpg",639.0955723542118,317.08643234165066,777.8374730021599,400.457353646833,"plate"
"9.png",30.915226781857456,411.4050503838771,120.2915766738661,478.4515954894433,"plate"
"98wvae.jpg",1288.3396328293738,154.79816458733205,1404.6868250539958,229.342910268714,"plate"
